Fecha,Hora,Precio marginal local ($/MWh)
03/11/2018,1,847.97
03/11/2018,2,774.98
03/11/2018,3,669.96
03/11/2018,4,667.46
03/11/2018,5,713.72
03/11/2018,6,722.55
03/11/2018,7,875.38
03/11/2018,8,1028.58
03/11/2018,9,1183.95
03/11/2018,10,1210.51
03/11/2018,11,1235.25
03/11/2018,12,1292.29
03/11/2018,13,1293.55
03/11/2018,14,1626.13
03/11/2018,15,1571.3
03/11/2018,16,1415.14
03/11/2018,17,1212.06
03/11/2018,18,1652.03
03/11/2018,19,1939.91
03/11/2018,20,1849.51
03/11/2018,21,1244.05
03/11/2018,22,1233.9
03/11/2018,23,1191.09
03/11/2018,24,1176.52
04/11/2018,1,1046.57
04/11/2018,2,1012.31
04/11/2018,3,760.55
04/11/2018,4,729.38
04/11/2018,5,764.81
04/11/2018,6,692.58
04/11/2018,7,702.89
04/11/2018,8,753.2
04/11/2018,9,765.91
04/11/2018,10,969.54
04/11/2018,11,1109.25
04/11/2018,12,1129.21
04/11/2018,13,1119.25
04/11/2018,14,1186.83
04/11/2018,15,1193.71
04/11/2018,16,1308.2
04/11/2018,17,1536.54
04/11/2018,18,1685.42
04/11/2018,19,2232.41
04/11/2018,20,2456.03
04/11/2018,21,1984.84
04/11/2018,22,1790.21
04/11/2018,23,1564.3
04/11/2018,24,1181.17
05/11/2018,1,1021.79
05/11/2018,2,933.42
05/11/2018,3,972.39
05/11/2018,4,958.11
05/11/2018,5,990.11
05/11/2018,6,1391.38
05/11/2018,7,1675.44
05/11/2018,8,1875.85
05/11/2018,9,2034.26
05/11/2018,10,1969.83
05/11/2018,11,3194.56
05/11/2018,12,2437.26
05/11/2018,13,2446.71
05/11/2018,14,2088.48
05/11/2018,15,2008.61
05/11/2018,16,1766.42
05/11/2018,17,1762.03
05/11/2018,18,1866.86
05/11/2018,19,2048.73
05/11/2018,20,2030.13
05/11/2018,21,2032.03
05/11/2018,22,1880.59
05/11/2018,23,1878.34
05/11/2018,24,1752.44
06/11/2018,1,1522.24
06/11/2018,2,1194.11
06/11/2018,3,1172.68
06/11/2018,4,1166.9
06/11/2018,5,1179.32
06/11/2018,6,1568.39
06/11/2018,7,1971.78
06/11/2018,8,1971.14
06/11/2018,9,2089.88
06/11/2018,10,2326.52
06/11/2018,11,2140.36
06/11/2018,12,2799.8
06/11/2018,13,2135.32
06/11/2018,14,2254.99
06/11/2018,15,2281.47
06/11/2018,16,1957.5
06/11/2018,17,1886.01
06/11/2018,18,2007.38
06/11/2018,19,2471.65
06/11/2018,20,2226.96
06/11/2018,21,2104.44
06/11/2018,22,2008.31
06/11/2018,23,1868.6
06/11/2018,24,1726.46
07/11/2018,1,1462.49
07/11/2018,2,1249.1
07/11/2018,3,1215.5
07/11/2018,4,1232.11
07/11/2018,5,1237.63
07/11/2018,6,1682.55
07/11/2018,7,1772.54
07/11/2018,8,1823.87
07/11/2018,9,1946.22
07/11/2018,10,2045.08
07/11/2018,11,2023.65
07/11/2018,12,2002.31
07/11/2018,13,1883.8
07/11/2018,14,2015.2
07/11/2018,15,2051.45
07/11/2018,16,2007.62
07/11/2018,17,2253.48
07/11/2018,18,2300.42
07/11/2018,19,2938.9
07/11/2018,20,2315.01
07/11/2018,21,2265.32
07/11/2018,22,2224.66
07/11/2018,23,2017.43
07/11/2018,24,1903.91
08/11/2018,1,1826.75
08/11/2018,2,1663.55
08/11/2018,3,1492.83
08/11/2018,4,1495.49
08/11/2018,5,1503.94
08/11/2018,6,1776.95
08/11/2018,7,1789.52
08/11/2018,8,1868.35
08/11/2018,9,2005.54
08/11/2018,10,2258.25
08/11/2018,11,2344.5
08/11/2018,12,2208.8
08/11/2018,13,2225.63
08/11/2018,14,2018.21
08/11/2018,15,2030.38
08/11/2018,16,2233.63
08/11/2018,17,3570.38
08/11/2018,18,3676.74
08/11/2018,19,2828.96
08/11/2018,20,2785.67
08/11/2018,21,2111.53
08/11/2018,22,2024.35
08/11/2018,23,2051.82
08/11/2018,24,1853.5
09/11/2018,1,1831.27
09/11/2018,2,1755.99
09/11/2018,3,1474.57
09/11/2018,4,1466.91
09/11/2018,5,1565.75
09/11/2018,6,1795.24
09/11/2018,7,1822.41
09/11/2018,8,1828.2
09/11/2018,9,2053.54
09/11/2018,10,2311.17
09/11/2018,11,2164.6
09/11/2018,12,2205.69
09/11/2018,13,2075.99
09/11/2018,14,2314.49
09/11/2018,15,2340.27
09/11/2018,16,2528.51
09/11/2018,17,2359.54
09/11/2018,18,2023.46
09/11/2018,19,2975.86
09/11/2018,20,2588.19
09/11/2018,21,2127.39
09/11/2018,22,2226.68
09/11/2018,23,1751.49
09/11/2018,24,1577.96
10/11/2018,1,1321.53
10/11/2018,2,1243.16
10/11/2018,3,1249.48
10/11/2018,4,1139.06
10/11/2018,5,950.47
10/11/2018,6,954.82
10/11/2018,7,1034.08
10/11/2018,8,1193.36
10/11/2018,9,1712.01
10/11/2018,10,1776.66
10/11/2018,11,1775.66
10/11/2018,12,1868.79
10/11/2018,13,1860.82
10/11/2018,14,1856.23
10/11/2018,15,1855.74
10/11/2018,16,1868.38
10/11/2018,17,2292.15
10/11/2018,18,1830.08
10/11/2018,19,2692.37
10/11/2018,20,2229.4
10/11/2018,21,1894.75
10/11/2018,22,1801.09
10/11/2018,23,1595.26
10/11/2018,24,1231.1
11/11/2018,1,1115.07
11/11/2018,2,1046.31
11/11/2018,3,960.75
11/11/2018,4,904.4
11/11/2018,5,808.52
11/11/2018,6,904.75
11/11/2018,7,815.38
11/11/2018,8,836.12
11/11/2018,9,942.4
11/11/2018,10,1048.38
11/11/2018,11,1081.47
11/11/2018,12,1083.41
11/11/2018,13,983.86
11/11/2018,14,987.53
11/11/2018,15,1081.89
11/11/2018,16,994.32
11/11/2018,17,1031.46
11/11/2018,18,1060.7
11/11/2018,19,1231.43
11/11/2018,20,1468.76
11/11/2018,21,1307.65
11/11/2018,22,1291.37
11/11/2018,23,1228.33
11/11/2018,24,1057.03
12/11/2018,1,889.32
12/11/2018,2,887.91
12/11/2018,3,853.83
12/11/2018,4,819.36
12/11/2018,5,930.49
12/11/2018,6,1042.67
12/11/2018,7,1379.66
12/11/2018,8,1808.3
12/11/2018,9,1818.23
12/11/2018,10,2025.9
12/11/2018,11,2058.85
12/11/2018,12,4260.31
12/11/2018,13,3481.88
12/11/2018,14,3452.67
12/11/2018,15,6963
12/11/2018,16,3671.32
12/11/2018,17,3306.52
12/11/2018,18,2256.75
12/11/2018,19,2351
12/11/2018,20,2127.69
12/11/2018,21,2843.25
12/11/2018,22,2213.99
12/11/2018,23,2330.43
12/11/2018,24,1981.11
13/11/2018,1,1383.11
13/11/2018,2,1213.68
13/11/2018,3,1357.58
13/11/2018,4,1346.74
13/11/2018,5,1256.66
13/11/2018,6,1340.97
13/11/2018,7,1516.31
13/11/2018,8,1497.9
13/11/2018,9,1481.05
13/11/2018,10,1710.47
13/11/2018,11,1718.04
13/11/2018,12,1737.22
13/11/2018,13,1771.01
13/11/2018,14,1727.01
13/11/2018,15,1793.04
13/11/2018,16,1763.26
13/11/2018,17,1780.41
13/11/2018,18,2204.74
13/11/2018,19,2192.23
13/11/2018,20,2309.93
13/11/2018,21,2303.12
13/11/2018,22,2031.08
13/11/2018,23,1726.81
13/11/2018,24,1303.57
14/11/2018,1,1084.66
14/11/2018,2,1042.76
14/11/2018,3,918.06
14/11/2018,4,860.14
14/11/2018,5,945.54
14/11/2018,6,1056.69
14/11/2018,7,1243.83
14/11/2018,8,1566.52
14/11/2018,9,2077.82
14/11/2018,10,2107.44
14/11/2018,11,1973.65
14/11/2018,12,1974.35
14/11/2018,13,2410.2
14/11/2018,14,2453.68
14/11/2018,15,2553.5
14/11/2018,16,2395.29
14/11/2018,17,2154.95
14/11/2018,18,2047.3
14/11/2018,19,2270.61
14/11/2018,20,2611.33
14/11/2018,21,2487.77
14/11/2018,22,2125.93
14/11/2018,23,1927.36
14/11/2018,24,1709.07
15/11/2018,1,1446.68
15/11/2018,2,1401.24
15/11/2018,3,1291.9
15/11/2018,4,1184.49
15/11/2018,5,1316.63
15/11/2018,6,1440
15/11/2018,7,1746.86
15/11/2018,8,1959.91
15/11/2018,9,1977.83
15/11/2018,10,2009.34
15/11/2018,11,2215.34
15/11/2018,12,2440.44
15/11/2018,13,2457.97
15/11/2018,14,2210.84
15/11/2018,15,2487.99
15/11/2018,16,2468.41
15/11/2018,17,2063.81
15/11/2018,18,1991.99
15/11/2018,19,2069.9
15/11/2018,20,2100.04
15/11/2018,21,2216.86
15/11/2018,22,2064.65
15/11/2018,23,1755.01
15/11/2018,24,1474.63
16/11/2018,1,1327.41
16/11/2018,2,1240.23
16/11/2018,3,1111.27
16/11/2018,4,1062.45
16/11/2018,5,1001.95
16/11/2018,6,1269.55
16/11/2018,7,1430.86
16/11/2018,8,1664.28
16/11/2018,9,1998.87
16/11/2018,10,1992.61
16/11/2018,11,2057.85
16/11/2018,12,2188.14
16/11/2018,13,2087.71
16/11/2018,14,2084.99
16/11/2018,15,2014.36
16/11/2018,16,2016.07
16/11/2018,17,1974.67
16/11/2018,18,2180.13
16/11/2018,19,2172.31
16/11/2018,20,2322.56
16/11/2018,21,2151.88
16/11/2018,22,1812.23
16/11/2018,23,1498.25
16/11/2018,24,1405.38
17/11/2018,1,1339.38
17/11/2018,2,1285.02
17/11/2018,3,1292.31
17/11/2018,4,1308.13
17/11/2018,5,1302.54
17/11/2018,6,1483.63
17/11/2018,7,1337.48
17/11/2018,8,1337.17
17/11/2018,9,1579.41
17/11/2018,10,1678.51
17/11/2018,11,1678.06
17/11/2018,12,1695.16
17/11/2018,13,1677.04
17/11/2018,14,1675.36
17/11/2018,15,1860.39
17/11/2018,16,1688.86
17/11/2018,17,1595.54
17/11/2018,18,1647.72
17/11/2018,19,1797.37
17/11/2018,20,1687.83
17/11/2018,21,1691.68
17/11/2018,22,1885.75
17/11/2018,23,1685.89
17/11/2018,24,1508.49
18/11/2018,1,1322.53
18/11/2018,2,1320.47
18/11/2018,3,1263.43
18/11/2018,4,1243.16
18/11/2018,5,1225.19
18/11/2018,6,1193.66
18/11/2018,7,1128.61
18/11/2018,8,1154.57
18/11/2018,9,1260.13
18/11/2018,10,1276.01
18/11/2018,11,1255.29
18/11/2018,12,1207.28
18/11/2018,13,1204.99
18/11/2018,14,1203.98
18/11/2018,15,1215.62
18/11/2018,16,1228.92
18/11/2018,17,1223.05
18/11/2018,18,1232.02
18/11/2018,19,1426.58
18/11/2018,20,1582.71
18/11/2018,21,1511.82
18/11/2018,22,1516.65
18/11/2018,23,1421.74
18/11/2018,24,1211.14
19/11/2018,1,980.15
19/11/2018,2,925.55
19/11/2018,3,884.45
19/11/2018,4,824.24
19/11/2018,5,882.98
19/11/2018,6,914.94
19/11/2018,7,922.09
19/11/2018,8,929.56
19/11/2018,9,1008.81
19/11/2018,10,1151.27
19/11/2018,11,1117.09
19/11/2018,12,1138.81
19/11/2018,13,1251.62
19/11/2018,14,1257.78
19/11/2018,15,1310.59
19/11/2018,16,1274.17
19/11/2018,17,1253.56
19/11/2018,18,1243.68
19/11/2018,19,1599.55
19/11/2018,20,1934.25
19/11/2018,21,1570.31
19/11/2018,22,1469.65
19/11/2018,23,1389.89
19/11/2018,24,1224.86
20/11/2018,1,1154.58
20/11/2018,2,1027.2
20/11/2018,3,939.7
20/11/2018,4,906.43
20/11/2018,5,912.91
20/11/2018,6,1010.29
20/11/2018,7,1317.42
20/11/2018,8,1483.25
20/11/2018,9,1452.06
20/11/2018,10,1583.21
20/11/2018,11,1812.19
20/11/2018,12,1828.65
20/11/2018,13,1947.3
20/11/2018,14,1970.66
20/11/2018,15,2918.31
20/11/2018,16,2371.14
20/11/2018,17,2266.6
20/11/2018,18,3214.31
20/11/2018,19,4090.88
20/11/2018,20,4999.45
20/11/2018,21,2426.95
20/11/2018,22,1821.04
20/11/2018,23,1493.62
20/11/2018,24,1296.31
21/11/2018,1,1186.77
21/11/2018,2,1074.8
21/11/2018,3,1043.01
21/11/2018,4,1017.84
21/11/2018,5,1058.42
21/11/2018,6,1176.18
21/11/2018,7,1432.87
21/11/2018,8,1530.67
21/11/2018,9,1931.24
21/11/2018,10,2017.93
21/11/2018,11,2090.85
21/11/2018,12,2027.01
21/11/2018,13,2014.69
21/11/2018,14,2037.72
21/11/2018,15,2068.06
21/11/2018,16,1851.81
21/11/2018,17,1925.06
21/11/2018,18,1791.65
21/11/2018,19,2030.61
21/11/2018,20,2408.11
21/11/2018,21,1868.49
21/11/2018,22,1770.32
21/11/2018,23,1759.31
21/11/2018,24,1443.79
22/11/2018,1,1203.75
22/11/2018,2,1071.67
22/11/2018,3,1024.02
22/11/2018,4,1024.22
22/11/2018,5,1076.06
22/11/2018,6,1210.56
22/11/2018,7,1502.81
22/11/2018,8,1523.82
22/11/2018,9,1639.18
22/11/2018,10,1753.61
22/11/2018,11,1761.91
22/11/2018,12,1813.67
22/11/2018,13,1830.02
22/11/2018,14,1866.37
22/11/2018,15,1935.51
22/11/2018,16,2082.43
22/11/2018,17,1989.62
22/11/2018,18,2111.02
22/11/2018,19,2440.22
22/11/2018,20,2067.15
22/11/2018,21,2217.96
22/11/2018,22,1928.29
22/11/2018,23,1734.87
22/11/2018,24,1475.63
23/11/2018,1,1265.36
23/11/2018,2,1084.31
23/11/2018,3,1048.21
23/11/2018,4,1031.83
23/11/2018,5,1073.41
23/11/2018,6,1265.78
23/11/2018,7,1776.47
23/11/2018,8,1978.34
23/11/2018,9,2001.17
23/11/2018,10,2003.08
23/11/2018,11,1962.48
23/11/2018,12,2055.6
23/11/2018,13,2013.26
23/11/2018,14,2048.8
23/11/2018,15,2042.85
23/11/2018,16,2151.14
23/11/2018,17,2182.51
23/11/2018,18,2572.46
23/11/2018,19,2680.96
23/11/2018,20,2226.99
23/11/2018,21,2045.24
23/11/2018,22,2111.51
23/11/2018,23,2130.89
23/11/2018,24,1922.37
24/11/2018,1,1983.84
24/11/2018,2,2184.03
24/11/2018,3,2112.2
24/11/2018,4,2320.48
24/11/2018,5,2015.16
24/11/2018,6,2045.37
24/11/2018,7,2148.16
24/11/2018,8,2003.6
24/11/2018,9,2193.32
24/11/2018,10,2203.22
24/11/2018,11,2507.84
24/11/2018,12,2856.43
24/11/2018,13,2797.09
24/11/2018,14,2839.97
24/11/2018,15,2386.86
24/11/2018,16,2307.19
24/11/2018,17,2330.73
24/11/2018,18,2254.15
24/11/2018,19,4101.58
24/11/2018,20,3387.52
24/11/2018,21,3091.1
24/11/2018,22,2968.32
24/11/2018,23,2332.12
24/11/2018,24,2214.53
25/11/2018,1,2002.2
25/11/2018,2,1615.86
25/11/2018,3,1383.79
25/11/2018,4,1183.48
25/11/2018,5,1125.81
25/11/2018,6,1146.48
25/11/2018,7,1083.41
25/11/2018,8,1199.75
25/11/2018,9,1357.61
25/11/2018,10,1533.19
25/11/2018,11,1625.18
25/11/2018,12,1669.05
25/11/2018,13,2059.92
25/11/2018,14,1870.46
25/11/2018,15,2036.41
25/11/2018,16,2146.23
25/11/2018,17,2112.22
25/11/2018,18,2038.56
25/11/2018,19,3944.58
25/11/2018,20,4213.53
25/11/2018,21,3880.1
25/11/2018,22,2561.49
25/11/2018,23,2027.32
25/11/2018,24,1950.03
26/11/2018,1,1644.18
26/11/2018,2,1406.27
26/11/2018,3,1178.16
26/11/2018,4,1116.19
26/11/2018,5,1205.58
26/11/2018,6,1489.99
26/11/2018,7,1904.5
26/11/2018,8,1820.84
26/11/2018,9,1814.66
26/11/2018,10,1844.43
26/11/2018,11,1893.48
26/11/2018,12,1820.9
26/11/2018,13,1888.73
26/11/2018,14,1877.38
26/11/2018,15,1975.99
26/11/2018,16,1982.04
26/11/2018,17,2001.41
26/11/2018,18,1884.55
26/11/2018,19,1882.01
26/11/2018,20,1926.94
26/11/2018,21,1884.96
26/11/2018,22,1859.27
26/11/2018,23,1876.58
26/11/2018,24,1732.93
27/11/2018,1,1574.2
27/11/2018,2,1398.64
27/11/2018,3,1163.46
27/11/2018,4,1061.09
27/11/2018,5,1062.27
27/11/2018,6,1211.35
27/11/2018,7,1547.32
27/11/2018,8,1719.3
27/11/2018,9,1851.36
27/11/2018,10,2110.14
27/11/2018,11,1979.14
27/11/2018,12,2085.58
27/11/2018,13,2069.48
27/11/2018,14,1945.29
27/11/2018,15,2062.75
27/11/2018,16,2006.14
27/11/2018,17,1993.39
27/11/2018,18,2068.11
27/11/2018,19,2072.85
27/11/2018,20,2064.17
27/11/2018,21,2051.16
27/11/2018,22,2030.44
27/11/2018,23,1630.16
27/11/2018,24,1474.19
28/11/2018,1,1250.65
28/11/2018,2,1070.88
28/11/2018,3,1016.89
28/11/2018,4,974.57
28/11/2018,5,1010.62
28/11/2018,6,1099.84
28/11/2018,7,1654.85
28/11/2018,8,1911.05
28/11/2018,9,1839.86
28/11/2018,10,1913.29
28/11/2018,11,1893.78
28/11/2018,12,1902.19
28/11/2018,13,1895.84
28/11/2018,14,2027.48
28/11/2018,15,1924.41
28/11/2018,16,2065.22
28/11/2018,17,1951.07
28/11/2018,18,1998.78
28/11/2018,19,2049.12
28/11/2018,20,2110.6
28/11/2018,21,2080.58
28/11/2018,22,1934.41
28/11/2018,23,1822.27
28/11/2018,24,1677.81
29/11/2018,1,1670.35
29/11/2018,2,1648.68
29/11/2018,3,1638.72
29/11/2018,4,1577.38
29/11/2018,5,1695.8
29/11/2018,6,1986.39
29/11/2018,7,1783.47
29/11/2018,8,1854.73
29/11/2018,9,1945.97
29/11/2018,10,3392.37
29/11/2018,11,5038.27
29/11/2018,12,5100.21
29/11/2018,13,4910.06
29/11/2018,14,5600.28
29/11/2018,15,7734.26
29/11/2018,16,3809.14
29/11/2018,17,2279.39
29/11/2018,18,2640.98
29/11/2018,19,6455.57
29/11/2018,20,6676.9
29/11/2018,21,2866.16
29/11/2018,22,2416.23
29/11/2018,23,2091.7
29/11/2018,24,1982.2
30/11/2018,1,1748.48
30/11/2018,2,1485.38
30/11/2018,3,1500.41
30/11/2018,4,1404.56
30/11/2018,5,1526.39
30/11/2018,6,1623.64
30/11/2018,7,1821.09
30/11/2018,8,1819.79
30/11/2018,9,1914.28
30/11/2018,10,1920.62
30/11/2018,11,1942.84
30/11/2018,12,1908.9
30/11/2018,13,2060.35
30/11/2018,14,1994.15
30/11/2018,15,1954.4
30/11/2018,16,1956.76
30/11/2018,17,1948.27
30/11/2018,18,1879.13
30/11/2018,19,4242.31
30/11/2018,20,1977.83
30/11/2018,21,2009.81
30/11/2018,22,1851.83
30/11/2018,23,1769.98
30/11/2018,24,1681.06
01/10/2018,1,639.04
01/10/2018,2,613.45
01/10/2018,3,611.02
01/10/2018,4,587.59
01/10/2018,5,583.48
01/10/2018,6,599.85
01/10/2018,7,621.66
01/10/2018,8,770.27
01/10/2018,9,984.59
01/10/2018,10,1085.9
01/10/2018,11,1087.6
01/10/2018,12,1078.18
01/10/2018,13,1112.17
01/10/2018,14,1174.52
01/10/2018,15,1327.1
01/10/2018,16,1120.13
01/10/2018,17,1124.03
01/10/2018,18,1121.46
01/10/2018,19,1087.49
01/10/2018,20,1502.89
01/10/2018,21,1503.12
01/10/2018,22,1212.56
01/10/2018,23,1088.27
01/10/2018,24,897.31
02/10/2018,1,618.58
02/10/2018,2,600.36
02/10/2018,3,574.3
02/10/2018,4,563.22
02/10/2018,5,563.79
02/10/2018,6,573.47
02/10/2018,7,646.9
02/10/2018,8,854.27
02/10/2018,9,854.7
02/10/2018,10,918.46
02/10/2018,11,905.48
02/10/2018,12,917.36
02/10/2018,13,977.86
02/10/2018,14,999.79
02/10/2018,15,1068.02
02/10/2018,16,1098.12
02/10/2018,17,1124.8
02/10/2018,18,1106.99
02/10/2018,19,1089.7
02/10/2018,20,1294.06
02/10/2018,21,1485.76
02/10/2018,22,1149.96
02/10/2018,23,1067.08
02/10/2018,24,873.55
03/10/2018,1,775.64
03/10/2018,2,776.34
03/10/2018,3,597.67
03/10/2018,4,574.12
03/10/2018,5,574.88
03/10/2018,6,583.25
03/10/2018,7,738.91
03/10/2018,8,991.94
03/10/2018,9,1182.3
03/10/2018,10,1471.81
03/10/2018,11,1469.36
03/10/2018,12,1585.14
03/10/2018,13,1604.91
03/10/2018,14,1736.22
03/10/2018,15,1730.01
03/10/2018,16,1780.11
03/10/2018,17,1787.59
03/10/2018,18,1856.08
03/10/2018,19,1577.6
03/10/2018,20,1814.97
03/10/2018,21,1843.9
03/10/2018,22,1640.08
03/10/2018,23,1546.57
03/10/2018,24,1315.52
04/10/2018,1,1037.23
04/10/2018,2,827.83
04/10/2018,3,631.81
04/10/2018,4,577.67
04/10/2018,5,570.95
04/10/2018,6,590.48
04/10/2018,7,826.48
04/10/2018,8,1026.91
04/10/2018,9,1109.72
04/10/2018,10,1248.4
04/10/2018,11,1485.31
04/10/2018,12,1497.48
04/10/2018,13,1857.14
04/10/2018,14,1967.67
04/10/2018,15,2087.05
04/10/2018,16,2208.32
04/10/2018,17,1943.41
04/10/2018,18,2036.78
04/10/2018,19,2176.72
04/10/2018,20,2283.38
04/10/2018,21,1984.04
04/10/2018,22,1943.61
04/10/2018,23,2155.63
04/10/2018,24,1694.51
05/10/2018,1,1565.46
05/10/2018,2,1300.58
05/10/2018,3,1104.98
05/10/2018,4,977.24
05/10/2018,5,865.52
05/10/2018,6,945.81
05/10/2018,7,1194.37
05/10/2018,8,1507.65
05/10/2018,9,1664.33
05/10/2018,10,1928.25
05/10/2018,11,1959.22
05/10/2018,12,2046.98
05/10/2018,13,1982.74
05/10/2018,14,1942.37
05/10/2018,15,1986.54
05/10/2018,16,2001.02
05/10/2018,17,1991.16
05/10/2018,18,2064.58
05/10/2018,19,2060.36
05/10/2018,20,2281.5
05/10/2018,21,1984.12
05/10/2018,22,1975.78
05/10/2018,23,1982.04
05/10/2018,24,1949.81
06/10/2018,1,1718.34
06/10/2018,2,1521.52
06/10/2018,3,1355.15
06/10/2018,4,1147.03
06/10/2018,5,1129.89
06/10/2018,6,1133.23
06/10/2018,7,1140.81
06/10/2018,8,1188.1
06/10/2018,9,1349.23
06/10/2018,10,1628.56
06/10/2018,11,1776.3
06/10/2018,12,1929.95
06/10/2018,13,1950.63
06/10/2018,14,2114.01
06/10/2018,15,1937.64
06/10/2018,16,1821.93
06/10/2018,17,1835.12
06/10/2018,18,1931.76
06/10/2018,19,1847.29
06/10/2018,20,1975.13
06/10/2018,21,2091.19
06/10/2018,22,2086.9
06/10/2018,23,1933.71
06/10/2018,24,1780.52
07/10/2018,1,1887.31
07/10/2018,2,1398.38
07/10/2018,3,943.92
07/10/2018,4,913.25
07/10/2018,5,1032.42
07/10/2018,6,657.42
07/10/2018,7,644.63
07/10/2018,8,646.75
07/10/2018,9,641.16
07/10/2018,10,1177.15
07/10/2018,11,1230.28
07/10/2018,12,1524.79
07/10/2018,13,1373.76
07/10/2018,14,1372.83
07/10/2018,15,1476.97
07/10/2018,16,1373.26
07/10/2018,17,1227.41
07/10/2018,18,1371.75
07/10/2018,19,1515.94
07/10/2018,20,2022.2
07/10/2018,21,2805.98
07/10/2018,22,1982.86
07/10/2018,23,2387.99
07/10/2018,24,2331.27
08/10/2018,1,2397.94
08/10/2018,2,1278.2
08/10/2018,3,1041.33
08/10/2018,4,1086.27
08/10/2018,5,1004.77
08/10/2018,6,1478.48
08/10/2018,7,2018.73
08/10/2018,8,3579.71
08/10/2018,9,3841.24
08/10/2018,10,4408.16
08/10/2018,11,4284.65
08/10/2018,12,3234.8
08/10/2018,13,3220.69
08/10/2018,14,3356.22
08/10/2018,15,3109.51
08/10/2018,16,3185.2
08/10/2018,17,3364.98
08/10/2018,18,4549.74
08/10/2018,19,4206.27
08/10/2018,20,4509.17
08/10/2018,21,4327.6
08/10/2018,22,3513.06
08/10/2018,23,3256.2
08/10/2018,24,3233.03
09/10/2018,1,1935.94
09/10/2018,2,2048.75
09/10/2018,3,1754.02
09/10/2018,4,1627.2
09/10/2018,5,1664.97
09/10/2018,6,1678.21
09/10/2018,7,1967.99
09/10/2018,8,2816.1
09/10/2018,9,5108.83
09/10/2018,10,5257.36
09/10/2018,11,5391.88
09/10/2018,12,5391.46
09/10/2018,13,5517.84
09/10/2018,14,5653.79
09/10/2018,15,6159.37
09/10/2018,16,2978.4
09/10/2018,17,2627.67
09/10/2018,18,2473.75
09/10/2018,19,3205.91
09/10/2018,20,4041.29
09/10/2018,21,2572.68
09/10/2018,22,2245.43
09/10/2018,23,2365.96
09/10/2018,24,3089.24
10/10/2018,1,1939.3
10/10/2018,2,1789.96
10/10/2018,3,1684.55
10/10/2018,4,1922.4
10/10/2018,5,1954.6
10/10/2018,6,1718.9
10/10/2018,7,2016.61
10/10/2018,8,2192.41
10/10/2018,9,2906.64
10/10/2018,10,4469.36
10/10/2018,11,4826.58
10/10/2018,12,3028.7
10/10/2018,13,3125.96
10/10/2018,14,2347.2
10/10/2018,15,2340.49
10/10/2018,16,2285.05
10/10/2018,17,2262.23
10/10/2018,18,2916.28
10/10/2018,19,2453.66
10/10/2018,20,2622.36
10/10/2018,21,2330.19
10/10/2018,22,2315.9
10/10/2018,23,2256.86
10/10/2018,24,2468.87
11/10/2018,1,1573.12
11/10/2018,2,1434.08
11/10/2018,3,1554.28
11/10/2018,4,1470.76
11/10/2018,5,1424.13
11/10/2018,6,1582.04
11/10/2018,7,2304.71
11/10/2018,8,2512.36
11/10/2018,9,2510.32
11/10/2018,10,2507.48
11/10/2018,11,2473.24
11/10/2018,12,2436.01
11/10/2018,13,2425.63
11/10/2018,14,2222.14
11/10/2018,15,2407.96
11/10/2018,16,2391.32
11/10/2018,17,2440.59
11/10/2018,18,2421.59
11/10/2018,19,2432.17
11/10/2018,20,2632.15
11/10/2018,21,2405.38
11/10/2018,22,2294.96
11/10/2018,23,2309.38
11/10/2018,24,1837.27
12/10/2018,1,2129.66
12/10/2018,2,2002.69
12/10/2018,3,1795.22
12/10/2018,4,1652.71
12/10/2018,5,1668.07
12/10/2018,6,1749.26
12/10/2018,7,2259.39
12/10/2018,8,2409.83
12/10/2018,9,2322.62
12/10/2018,10,2244.62
12/10/2018,11,2346.06
12/10/2018,12,2343.66
12/10/2018,13,2229.64
12/10/2018,14,2239.83
12/10/2018,15,2244.54
12/10/2018,16,2247.12
12/10/2018,17,2273.01
12/10/2018,18,2454.37
12/10/2018,19,2507.47
12/10/2018,20,2312.2
12/10/2018,21,2325.55
12/10/2018,22,2371.69
12/10/2018,23,2458.19
12/10/2018,24,2415.77
13/10/2018,1,2122.58
13/10/2018,2,1962.4
13/10/2018,3,1941.61
13/10/2018,4,1701.27
13/10/2018,5,1671.19
13/10/2018,6,1736.79
13/10/2018,7,1860.55
13/10/2018,8,2147.99
13/10/2018,9,2070.97
13/10/2018,10,2225.2
13/10/2018,11,2259.4
13/10/2018,12,2151.45
13/10/2018,13,2169.03
13/10/2018,14,2174.96
13/10/2018,15,2179.18
13/10/2018,16,2184.83
13/10/2018,17,2174.16
13/10/2018,18,2191.28
13/10/2018,19,2181.34
13/10/2018,20,2240.98
13/10/2018,21,2256.91
13/10/2018,22,2591.9
13/10/2018,23,2526.19
13/10/2018,24,2281.33
14/10/2018,1,2725.58
14/10/2018,2,2239.23
14/10/2018,3,1857.07
14/10/2018,4,1661.78
14/10/2018,5,1637.95
14/10/2018,6,1543.81
14/10/2018,7,1317.06
14/10/2018,8,1120.91
14/10/2018,9,1070.78
14/10/2018,10,1230.89
14/10/2018,11,1711.45
14/10/2018,12,1800.47
14/10/2018,13,1877.72
14/10/2018,14,1654.55
14/10/2018,15,1999.42
14/10/2018,16,2117.53
14/10/2018,17,2063.29
14/10/2018,18,2626.45
14/10/2018,19,2317.94
14/10/2018,20,2321.47
14/10/2018,21,3157.26
