h,Tilt angle β,δ (declinación),cos(θ) formula 1,cos(θ) formula 2,A,Latitude φ,cos(δ),sin(δ),cos(β),sin(β),cos(ω),sin(ω),cos(y),sin(y),cos(φ),sin(φ)
293,0,-11.40309498,0.186572219,0.855508871,0,19.32361,0.980260496,-0.197710292,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
294,0,-11.75412053,0.19223597,0.852367586,0,19.32361,0.979030825,-0.20371216,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
295,0,-12.10166307,0.197836415,0.84922595,0,19.32361,0.977777152,-0.209646944,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
296,0,-12.44561963,0.203371909,0.846085966,0,19.32361,0.976500994,-0.215512898,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
297,0,-12.78588828,0.20884084,0.842949646,0,19.32361,0.975203891,-0.221308316,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
298,0,-13.1223682,0.214241634,0.839819011,0,19.32361,0.973887409,-0.227031529,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
299,0,-13.45495968,0.219572755,0.83669609,0,19.32361,0.972553132,-0.23268091,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
300,0,-13.78356417,0.224832703,0.833582918,0,19.32361,0.971202666,-0.238254869,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
301,0,-14.10808428,0.230020016,0.83048153,0,19.32361,0.969837632,-0.243751856,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
302,0,-14.42842387,0.235133268,0.827393965,0,19.32361,0.968459669,-0.249170361,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
303,0,-14.744488,0.240171073,0.82432226,0,19.32361,0.967070428,-0.254508915,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
304,0,-15.05618303,0.24513208,0.821268449,0,19.32361,0.965671569,-0.259766087,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
305,0,-15.36341658,0.250014979,0.818234564,0,19.32361,0.964264766,-0.264940487,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
306,0,-15.66609762,0.254818495,0.815222627,0,19.32361,0.962851694,-0.270030766,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
307,0,-15.96413645,0.259541392,0.812234652,0,19.32361,0.961434039,-0.275035613,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
308,0,-16.25744477,0.264182471,0.809272646,0,19.32361,0.960013486,-0.279953756,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
309,0,-16.54593566,0.268740569,0.806338601,0,19.32361,0.958591724,-0.284783966,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
310,0,-16.82952363,0.273214563,0.803434495,0,19.32361,0.957170437,-0.28952505,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
311,0,-17.10812464,0.277603363,0.800562292,0,19.32361,0.95575131,-0.294175855,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
312,0,-17.38165615,0.281905919,0.797723936,0,19.32361,0.954336021,-0.298735267,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
313,0,-17.65003711,0.286121214,0.794921356,0,19.32361,0.952926241,-0.303202208,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
314,0,-17.91318797,0.290248268,0.792156455,0,19.32361,0.951523633,-0.307575641,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
315,0,-18.17103077,0.294286137,0.789431118,0,19.32361,0.950129849,-0.311854565,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
316,0,-18.4234891,0.29823391,0.786747203,0,19.32361,0.948746528,-0.316038014,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
317,0,-18.67048816,0.302090711,0.784106543,0,19.32361,0.947375293,-0.32012506,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
318,0,-18.91195474,0.305855698,0.781510944,0,19.32361,0.946017753,-0.324114811,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
319,0,-19.14781731,0.309528063,0.778962183,0,19.32361,0.944675497,-0.32800641,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
320,0,-19.37800596,0.313107028,0.776462006,0,19.32361,0.943350095,-0.331799034,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
321,0,-19.60245249,0.316591849,0.77401213,0,19.32361,0.942043093,-0.335491893,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
322,0,-19.82109039,0.319981812,0.771614235,0,19.32361,0.940756017,-0.339084233,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
323,0,-20.03385488,0.323276236,0.769269969,0,19.32361,0.939490364,-0.342575328,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
324,0,-20.2406829,0.326474468,0.766980943,0,19.32361,0.938247607,-0.345964489,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
325,0,-20.44151317,0.329575884,0.764748732,0,19.32361,0.937029189,-0.349251056,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
326,0,-20.63628618,0.332579891,0.762574871,0,19.32361,0.935836522,-0.352434397,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
327,0,-20.82494422,0.335485922,0.760460858,0,19.32361,0.934670989,-0.355513913,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
328,0,-21.00743137,0.338293438,0.758408148,0,19.32361,0.933533938,-0.358489034,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
329,0,-21.18369356,0.341001927,0.756418154,0,19.32361,0.932426682,-0.361359215,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
330,0,-21.35367858,0.343610902,0.754492249,0,19.32361,0.9313505,-0.364123943,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
331,0,-21.51733603,0.346119903,0.75263176,0,19.32361,0.930306633,-0.366782727,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
332,0,-21.67461744,0.348528494,0.750837968,0,19.32361,0.929296282,-0.369335107,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
333,0,-21.82547618,0.350836261,0.74911211,0,19.32361,0.928320609,-0.371780644,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
334,0,-21.96986757,0.353042815,0.747455375,0,19.32361,0.927380736,-0.374118926,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
335,0,-22.10774881,0.355147791,0.745868907,0,19.32361,0.926477741,-0.376349566,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
336,0,-22.23907905,0.357150842,0.744353798,0,19.32361,0.92561266,-0.378472196,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
337,0,-22.36381937,0.359051647,0.742911093,0,19.32361,0.924786484,-0.380486476,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
338,0,-22.48193281,0.360849902,0.741541787,0,19.32361,0.924000159,-0.382392085,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
339,0,-22.59338436,0.362545326,0.740246823,0,19.32361,0.923254583,-0.384188722,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
340,0,-22.69814101,0.364137654,0.739027094,0,19.32361,0.92255061,-0.38587611,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
341,0,-22.79617171,0.365626644,0.737883441,0,19.32361,0.921889042,-0.38745399,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
342,0,-22.88744741,0.36701207,0.736816651,0,19.32361,0.921270634,-0.388922124,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
343,0,-22.97194107,0.368293725,0.73582746,0,19.32361,0.920696092,-0.390280291,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
344,0,-23.04962764,0.369471418,0.734916549,0,19.32361,0.92016607,-0.391528292,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
345,0,-23.12048412,0.370544979,0.734084547,0,19.32361,0.919681172,-0.392665942,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
346,0,-23.18448949,0.371514249,0.733332025,0,19.32361,0.919241949,-0.393693077,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
347,0,-23.2416248,0.372379091,0.732659503,0,19.32361,0.918848902,-0.394609548,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
348,0,-23.29187312,0.37313938,0.732067443,0,19.32361,0.918502477,-0.395415225,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
349,0,-23.33521955,0.373795009,0.731556254,0,19.32361,0.918203067,-0.396109994,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
350,0,-23.37165125,0.374345885,0.731126286,0,19.32361,0.917951014,-0.396693756,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
351,0,-23.40115742,0.37479193,0.730777838,0,19.32361,0.917746603,-0.39716643,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
352,0,-23.42372933,0.375133083,0.730511147,0,19.32361,0.917590066,-0.397527949,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
353,0,-23.43936028,0.375369296,0.730326399,0,19.32361,0.917481582,-0.397778264,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
354,0,-23.44804565,0.375500536,0.73022372,0,19.32361,0.917421273,-0.397917338,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
355,0,-23.44978285,0.375526785,0.73020318,0,19.32361,0.917409208,-0.397945154,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
356,0,-23.44457137,0.375448039,0.730264795,0,19.32361,0.9174454,-0.397861707,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
357,0,-23.43241276,0.37526431,0.730408521,0,19.32361,0.917529809,-0.39766701,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
358,0,-23.41331063,0.374975622,0.73063426,0,19.32361,0.917662338,-0.397361087,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
359,0,-23.38727062,0.374582016,0.730941856,0,19.32361,0.917842837,-0.396943984,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
360,0,-23.35430046,0.374083546,0.731331097,0,19.32361,0.918071102,-0.396415756,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
361,0,-23.31440992,0.373480283,0.731801716,0,19.32361,0.918346872,-0.39577648,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
362,0,-23.26761081,0.372772312,0.732353388,0,19.32361,0.918669836,-0.395026243,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
363,0,-23.21391701,0.371959732,0.732985734,0,19.32361,0.919039625,-0.394165154,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
364,0,-23.15334442,0.371042659,0.733698317,0,19.32361,0.919455819,-0.393193333,1,0,0.995561965,0.094108313,1,0,0.943664676,0.330903279
